Date,State,Disease,Disease_Count
04-09-2021,Telangana,PAIN IN THE ANKLES OR FEET,2
04-09-2021,Delhi,DIARRHEA,2
04-09-2021,Delhi,Tooth Pain,2
04-09-2021,Delhi,continuous abdominal pain/upset Problems,2
04-09-2021,Andhra Pradesh,Fever,2
04-09-2021,Andhra Pradesh,Family planning,2
04-09-2021,Andhra Pradesh,Cough,2
04-09-2021,Telangana,Sexual Problems,2
04-09-2021,Telangana,nocturnal emission,2
04-09-2021,Andhra Pradesh,Lack of concentration,2
04-09-2021,Delhi,COUGHING IN INFANTS AND CHILDREN,2
04-09-2021,Delhi,CONSTIPATION,2
04-09-2021,Karnataka,Stomach ache,2
04-09-2021,Andhra Pradesh,covid 19,2
04-09-2021,Telangana,DIARRHEA IN INFANTS,2
04-09-2021,Delhi,Bleeding after Menopause,1
04-09-2021,Andhra Pradesh,social information,1
04-09-2021,Andhra Pradesh,stress,1
04-09-2021,Andhra Pradesh,stressc,1
04-09-2021,Andhra Pradesh,stresss,1
04-09-2021,Karnataka,CONSTIPATION,1
04-09-2021,Karnataka,Chest pain,1
04-09-2021,Karnataka,"FEELING TIRED,SADNEES",1
04-09-2021,Karnataka,SORE THROAT,1
04-09-2021,Delhi,ANXIETY,1
04-09-2021,Delhi,CONSTIPATION IN INFANTS AND CHILDREN,1
04-09-2021,Andhra Pradesh,nervous,1
04-09-2021,Delhi,DIZZINESS,1
04-09-2021,Delhi,Discharge from Penis,1
04-09-2021,Delhi,Drowsiness,1
04-09-2021,Delhi,Ear Pain In Children,1
04-09-2021,Delhi,Fever after Vaccination,1
04-09-2021,Andhra Pradesh,relationship issue,1
04-09-2021,Andhra Pradesh,mood disorders,1
04-09-2021,Andhra Pradesh,Covid 19 vaccine related,1
04-09-2021,Telangana,harrasment by ex boyfriend,1
04-09-2021,Telangana,nocturnal emissions,1
04-09-2021,Telangana,obsessive compulsive disorder,1
04-09-2021,Telangana,other,1
04-09-2021,Telangana,post marital stress,1
04-09-2021,Telangana,premature ejaculation,1
04-09-2021,Andhra Pradesh,Belching/ Growling Stomach/ Gas,1
04-09-2021,Andhra Pradesh,Chest pain,1
04-09-2021,Andhra Pradesh,Cognitive Problem,1
04-09-2021,Andhra Pradesh,Covid 19 Vaccine,1
04-09-2021,Andhra Pradesh,DEPRESSION,1
04-09-2021,Andhra Pradesh,heath information,1
04-09-2021,Andhra Pradesh,Depression,1
04-09-2021,Andhra Pradesh,Depression,1
04-09-2021,Andhra Pradesh,Eye pain or problem with eyelid,1
04-09-2021,Andhra Pradesh,Generalised anxiety disorders,1
04-09-2021,Andhra Pradesh,PAIN IN THE WRISTS OR HANDS,1
04-09-2021,Andhra Pradesh,SHORTNESS OF BREATH,1
04-09-2021,Andhra Pradesh,SORE THROAT,1
04-09-2021,Andhra Pradesh,continuous abdominal cramp Problems,1
04-09-2021,Andhra Pradesh,family planning,1
04-09-2021,Delhi,Hearing Loss,1
04-09-2021,Delhi,Hypersomnia,1
04-09-2021,Delhi,NECK PAIN,1
04-09-2021,Delhi,NUMBNESS OR TINGLING,1
04-09-2021,Delhi,PAIN IN THE ANKLES OR FEET,1
04-09-2021,Delhi,PAINFUL OR FREQUENT URINATION,1
04-09-2021,Delhi,RASH IN INFANTS AND CHILDREN,1
04-09-2021,Delhi,RECURRING ABDOMINAL PAIN,1
04-09-2021,Delhi,RINGING IN THE EARS,1
04-09-2021,Delhi,SHORTNESS OF BREATH,1
04-09-2021,Delhi,SORE THROAT,1
04-09-2021,Delhi,Scrotal Pain,1
04-09-2021,Delhi,Vision Loss or Impairment,1
04-09-2021,Delhi,addiction of alcohol,1
04-09-2021,Delhi,continuous abdominal cramp Problems,1
04-09-2021,Delhi,continuous abdominal_stomach cramp Problems,1
04-09-2021,Delhi,loudness of sound,1
04-09-2021,Delhi,nightfall,1
04-09-2021,Delhi,suicidal thought,1
04-09-2021,Telangana,continuous abdominal/stomach cramp Problems,1
04-09-2021,Telangana,career guidance,1
04-09-2021,Telangana,Depression,1
04-09-2021,Telangana,Depression,1
04-09-2021,Telangana,Discharge from the eye,1
04-09-2021,Telangana,EAR PAIN IN INFANTS,1
04-09-2021,Telangana,Ear Pain or Pressure,1
04-09-2021,Telangana,HEAVY MENSTRUAL PERIODS,1
04-09-2021,Telangana,NECK PAIN,1
04-09-2021,Telangana,RINGING IN THE EARS,1
04-09-2021,Telangana,Rash,1
04-09-2021,Telangana,SEVERE OR SUDDEN ABDOMINAL PAIN,1
04-09-2021,Telangana,SHOULDER PAIN,1
04-09-2021,Telangana,SORE THROAT,1
04-09-2021,Telangana,Schizophrenia,1
04-09-2021,Telangana,UNEXPLAINED WEIGHT LOSS,1
04-09-2021,Telangana,alcohol addiction,1
04-09-2021,Telangana,DIFFICULTY PASSING URINE,1
04-09-2021,Telangana,DEPRESSION,1
04-09-2021,Telangana,Addiction Problems,1
04-09-2021,Telangana,Addiction problems,1
04-09-2021,Telangana,Adjustment problems,1
04-09-2021,Telangana,COUGHING IN CHILDREN,1
04-09-2021,Telangana,COUGHING IN INFANTS AND CHILDREN,1
04-09-2021,Telangana,CRYING IN INFANTS,1
05-09-2021,Delhi,Fever,85
05-09-2021,Telangana,Fever,41
05-09-2021,Delhi,Chronic headache,23
05-09-2021,Delhi,Cough,17
05-09-2021,Delhi,Chest pain,13
05-09-2021,Telangana,Cough,12
05-09-2021,Telangana,Belching/ Growling Stomach/ Gas,11
05-09-2021,Telangana,Chronic headache,11
05-09-2021,Telangana,DIZZINESS,8
05-09-2021,Telangana,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,8
05-09-2021,Telangana,FEVER IN CHILDREN,7
05-09-2021,Delhi,DIZZINESS,7
05-09-2021,Telangana,MISSED OR IRREGULAR PERIODS,7
05-09-2021,Andhra Pradesh,Cough,6
05-09-2021,Telangana,PAINFUL OR FREQUENT URINATION,6
05-09-2021,Delhi,HAIR LOSS,6
05-09-2021,Telangana,Stomach ache,6
05-09-2021,Telangana,NAUSEA OR VOMITING,6
05-09-2021,Telangana,FEVER IN INFANTS,6
05-09-2021,Delhi,Stomach ache,5
05-09-2021,Telangana,Eye pain or problem with eyelid,5
05-09-2021,Telangana,continuous abdominal cramp Problems,5
05-09-2021,Telangana,Tooth Pain,5
05-09-2021,Telangana,HAIR LOSS,5
05-09-2021,Andhra Pradesh,Fever,5
05-09-2021,Delhi,SHORTNESS OF BREATH,5
05-09-2021,Delhi,PAINFUL OR FREQUENT URINATION,5
05-09-2021,Telangana,Chest pain,5
05-09-2021,Delhi,PAIN IN THE WRISTS OR HANDS,5
05-09-2021,Telangana,DIARRHEA,4
05-09-2021,Telangana,BACK PAIN,4
05-09-2021,Telangana,COUGHING IN INFANTS AND CHILDREN,4
05-09-2021,Telangana,DIFFICULTY PASSING URINE,4
05-09-2021,Andhra Pradesh,health issue,4
05-09-2021,Delhi,SCROTAL PAIN,4
05-09-2021,Delhi,Ear Pain or Pressure,4
05-09-2021,Telangana,Ear Pain or Pressure,4
05-09-2021,Delhi,SORE THROAT,3
05-09-2021,Delhi,PAIN IN THE ANKLES OR FEET,3
05-09-2021,Delhi,NAUSEA OR VOMITING,3
05-09-2021,Delhi,Belching/ Growling Stomach/ Gas,3
05-09-2021,Delhi,BACK PAIN,3
05-09-2021,Delhi,ANXIETY,3
05-09-2021,Andhra Pradesh,covid 19 certificate issue,3
05-09-2021,Andhra Pradesh,covid 19,3
05-09-2021,Telangana,VAGINAL DISCHARGE ITCHING OR IRRITATION,3
05-09-2021,Telangana,SORE THROAT,3
05-09-2021,Telangana,PAIN IN THE ANKLES OR FEET,3
05-09-2021,Telangana,DEPRESSION,2
05-09-2021,Telangana,COUGHING IN CHILDREN,2
05-09-2021,Telangana,CONSTIPATION,2
05-09-2021,Delhi,CONSTIPATION,2
05-09-2021,Delhi,DIARRHEA,2
05-09-2021,Delhi,BLEEDING BETWEEN MENSTRUAL PERIODS,2
05-09-2021,Karnataka,Fever,2
05-09-2021,Karnataka,FEVER IN CHILDREN,2
05-09-2021,Delhi,FEVER IN CHILDREN,2
05-09-2021,Delhi,VOMITING IN INFANTS,2
05-09-2021,Delhi,Unexplained weight gain,2
05-09-2021,Delhi,RECURRING ABDOMINAL PAIN,2
05-09-2021,Delhi,PAINFUL MENSTRUAL CRAMPS,2
05-09-2021,Delhi,NUMBNESS OR TINGLING,2
05-09-2021,Delhi,MISSED OR IRREGULAR PERIODS,2
05-09-2021,Delhi,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,2
05-09-2021,Telangana,RECURRING ABDOMINAL PAIN,2
05-09-2021,Telangana,VOMITING OR NAUSEA IN CHILDREN,2
05-09-2021,Telangana,UNEXPLAINED WEIGHT LOSS,2
05-09-2021,Telangana,Sexual Problems,2
05-09-2021,Telangana,NECK PAIN,2
05-09-2021,Andhra Pradesh,Stomach ache,2
05-09-2021,Andhra Pradesh,covid 19,2
05-09-2021,Andhra Pradesh,Rash,2
05-09-2021,Telangana,nocturnal emission,2
05-09-2021,Telangana,nightfall,2
05-09-2021,Telangana,ANXIETY,1
05-09-2021,Telangana,DIARRHEA IN INFANTS,1
05-09-2021,Telangana,Depression,1
05-09-2021,Telangana,Drowsiness,1
05-09-2021,Telangana,Ear Pain In Children,1
05-09-2021,Telangana,NUMBNESS OR TINGLING,1
05-09-2021,Telangana,PAIN IN THE WRISTS OR HANDS,1
05-09-2021,Telangana,RINGING IN THE EARS,1
05-09-2021,Telangana,Rash,1
05-09-2021,Telangana,SCALING DISORDERS OF SKIN,1
05-09-2021,Telangana,CONSTIPATION IN INFANTS AND CHILDREN,1
05-09-2021,Telangana,Breast Pain,1
05-09-2021,Telangana,BLEEDING BETWEEN MENSTRUAL PERIODS,1
05-09-2021,Telangana,SHOULDER PAIN,1
05-09-2021,Telangana,SHORTNESS OF BREATH,1
05-09-2021,Andhra Pradesh,family playing,1
05-09-2021,Andhra Pradesh,health issued,1
05-09-2021,Andhra Pradesh,insomnia,1
05-09-2021,Karnataka,CONSTIPATION IN INFANTS AND CHILDREN,1
05-09-2021,Karnataka,DIARRHEA,1
05-09-2021,Karnataka,Eye pain or problem with eyelid,1
05-09-2021,Karnataka,NAUSEA OR VOMITING,1
05-09-2021,Karnataka,"stress,",1
05-09-2021,Delhi,memory forgetting,1
05-09-2021,Delhi,Anger Management,1
05-09-2021,Andhra Pradesh,family planning,1
05-09-2021,Delhi,Anxiety,1
05-09-2021,Delhi,Breast Pain,1
05-09-2021,Delhi,COUGHING IN CHILDREN,1
05-09-2021,Delhi,DEPRESSION,1
05-09-2021,Delhi,DIFFICULTY PASSING URINE,1
05-09-2021,Andhra Pradesh,family planning,1
05-09-2021,Telangana,problem during ejaculation,1
05-09-2021,Telangana,Unexplained weight gain,1
05-09-2021,Telangana,"VAGINAL SORES, LUMPS OR PAIN",1
05-09-2021,Telangana,alcohol intoxication,1
05-09-2021,Telangana,continuous abdominal Problem,1
05-09-2021,Telangana,decreased sexual desire.,1
05-09-2021,Telangana,excessive sexual desire,1
05-09-2021,Telangana,hyper sexuality,1
05-09-2021,Telangana,obsessive compulsive disorder,1
05-09-2021,Telangana,premature ejaculation,1
05-09-2021,Telangana,requirement for medicine,1
05-09-2021,Telangana,schizophrenia,1
05-09-2021,Telangana,"schizophrenia, psychotic, anxious after post covid",1
05-09-2021,Andhra Pradesh,COVID 19 CERTIFICATE ISSUE,1
05-09-2021,Andhra Pradesh,Depression,1
05-09-2021,Andhra Pradesh,Family planning,1
05-09-2021,Andhra Pradesh,Family planning,1
05-09-2021,Andhra Pradesh,Lack of concentration,1
05-09-2021,Andhra Pradesh,PAIN IN THE WRISTS OR HANDS,1
05-09-2021,Andhra Pradesh,Social anxiety,1
05-09-2021,Delhi,Discharge from the eye,1
05-09-2021,Delhi,Ear Pain In Children,1
05-09-2021,Delhi,Eye pain or problem with eyelid,1
05-09-2021,Delhi,Insomnia,1
05-09-2021,Delhi,Knee Pain,1
05-09-2021,Delhi,NECK PAIN,1
05-09-2021,Delhi,RINGING IN THE EARS,1
05-09-2021,Delhi,Tooth Pain,1
05-09-2021,Delhi,adjustment problem,1
05-09-2021,Delhi,nightfall,1
05-09-2021,Delhi,stress,1
06-09-2021,Delhi,Fever,83
06-09-2021,Telangana,Fever,42
06-09-2021,Telangana,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,16
06-09-2021,Delhi,Cough,15
06-09-2021,Delhi,Chronic headache,13
06-09-2021,Telangana,Cough,13
06-09-2021,Telangana,Belching/ Growling Stomach/ Gas,10
06-09-2021,Delhi,SHORTNESS OF BREATH,9
06-09-2021,Telangana,Stomach ache,8
06-09-2021,Telangana,Chronic headache,8
06-09-2021,Telangana,DIARRHEA,8
06-09-2021,Delhi,Ear Pain or Pressure,7
06-09-2021,Telangana,PAINFUL OR FREQUENT URINATION,7
06-09-2021,Telangana,HAIR LOSS,7
06-09-2021,Telangana,FEVER IN CHILDREN,6
06-09-2021,Andhra Pradesh,Cough,6
06-09-2021,Telangana,Tooth Pain,5
06-09-2021,Telangana,DIZZINESS,5
06-09-2021,Telangana,DIFFICULTY PASSING URINE,5
06-09-2021,Andhra Pradesh,covid 19,5
06-09-2021,Delhi,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,5
06-09-2021,Delhi,Belching/ Growling Stomach/ Gas,5
06-09-2021,Andhra Pradesh,covid 19 certificate issue,4
06-09-2021,Andhra Pradesh,Health issues,4
06-09-2021,Andhra Pradesh,Depression,4
06-09-2021,Telangana,COUGHING IN INFANTS AND CHILDREN,4
06-09-2021,Telangana,Knee Pain,4
06-09-2021,Delhi,DIZZINESS,4
06-09-2021,Telangana,Chest pain,3
06-09-2021,Telangana,SHORTNESS OF BREATH,3
06-09-2021,Telangana,Eye pain or problem with eyelid,3
06-09-2021,Telangana,FEVER IN INFANTS,3
06-09-2021,Andhra Pradesh,health issue,3
06-09-2021,Delhi,CONSTIPATION,3
06-09-2021,Delhi,Chest pain,3
06-09-2021,Telangana,UNEXPLAINED WEIGHT LOSS,3
06-09-2021,Delhi,Eye pain or problem with eyelid,3
06-09-2021,Delhi,FEVER IN CHILDREN,3
06-09-2021,Delhi,PAIN IN THE ANKLES OR FEET,3
06-09-2021,Telangana,premature ejaculation,3
06-09-2021,Telangana,nightfall,3
06-09-2021,Telangana,continuous abdominal cramp Problems,3
06-09-2021,Delhi,Vision Loss or Impairment,3
06-09-2021,Delhi,Tooth Pain,3
06-09-2021,Karnataka,Chest pain,2
06-09-2021,Andhra Pradesh,vaccine related,2
06-09-2021,Karnataka,DIARRHEA,2
06-09-2021,Karnataka,Fever,2
06-09-2021,Delhi,Stomach ache,2
06-09-2021,Andhra Pradesh,covid 19,2
06-09-2021,Delhi,PAINFUL OR FREQUENT URINATION,2
06-09-2021,Delhi,NAUSEA OR VOMITING,2
06-09-2021,Delhi,BACK PAIN,2
06-09-2021,Delhi,Knee Pain,2
06-09-2021,Delhi,HAIR LOSS,2
06-09-2021,Delhi,DIARRHEA IN CHILDREN,2
06-09-2021,Telangana,NAUSEA OR VOMITING,2
06-09-2021,Telangana,MISSED OR IRREGULAR PERIODS,2
06-09-2021,Telangana,DEPRESSION,2
06-09-2021,Telangana,CONSTIPATION IN INFANTS AND CHILDREN,2
06-09-2021,Telangana,CONSTIPATION,2
06-09-2021,Andhra Pradesh,Chronic headache,2
06-09-2021,Telangana,RECURRING ABDOMINAL PAIN,2
06-09-2021,Telangana,anxiety,2
06-09-2021,Telangana,VAGINAL DISCHARGE ITCHING OR IRRITATION,2
06-09-2021,Telangana,SORE THROAT,2
06-09-2021,Telangana,RINGING IN THE EARS,2
06-09-2021,Delhi,Stomach pain,2
06-09-2021,Delhi,Stress,2
06-09-2021,Telangana,BACK PAIN,2
06-09-2021,Andhra Pradesh,sexual problems,1
06-09-2021,Andhra Pradesh,covid 19  certificate issue,1
06-09-2021,Andhra Pradesh,covid 19 related issue,1
06-09-2021,Andhra Pradesh,depression,1
06-09-2021,Andhra Pradesh,family issue /nervous,1
06-09-2021,Andhra Pradesh,family planing,1
06-09-2021,Andhra Pradesh,heath issue,1
06-09-2021,Andhra Pradesh,insomnia,1
06-09-2021,Karnataka,BACK PAIN,1
06-09-2021,Andhra Pradesh,anxiety,1
06-09-2021,Karnataka,Cough,1
06-09-2021,Karnataka,Eye pain or problem with eyelid,1
06-09-2021,Delhi,ANXIETY,1
06-09-2021,Delhi,Alcohol Addiction,1
06-09-2021,Delhi,Discharge from the eye,1
06-09-2021,Delhi,Drowsiness,1
06-09-2021,Andhra Pradesh,cognitive problem,1
06-09-2021,Andhra Pradesh,Vaccine related issue,1
06-09-2021,Telangana,depression,1
06-09-2021,Andhra Pradesh,Continuous Stomach pain,1
06-09-2021,Telangana,"heart palpitation, anxiety after taking vaccine",1
06-09-2021,Telangana,hypoactive sexual desire,1
06-09-2021,Telangana,medicine related,1
06-09-2021,Telangana,penis size related,1
06-09-2021,Telangana,"psychotic symptoms of neighbour's wife, angerburst",1
06-09-2021,Telangana,schizophrenia like symptoms,1
06-09-2021,Telangana,withdrawal symptoms.,1
06-09-2021,Andhra Pradesh,Stomach ache,1
06-09-2021,Andhra Pradesh,Chest pain,1
06-09-2021,Andhra Pradesh,Sleeping Problem,1
06-09-2021,Andhra Pradesh,Covid 19,1
06-09-2021,Andhra Pradesh,Depression,1
06-09-2021,Andhra Pradesh,Family Planning,1
06-09-2021,Andhra Pradesh,Fever,1
06-09-2021,Andhra Pradesh,Generalised anxiety disorders,1
06-09-2021,Andhra Pradesh,HEALTH ISSUES,1
06-09-2021,Andhra Pradesh,Health problems,1
06-09-2021,Andhra Pradesh,Phobias,1
06-09-2021,Andhra Pradesh,SHORTNESS OF BREATH,1
06-09-2021,Delhi,Ear Pain In Children,1
06-09-2021,Delhi,FEVER IN INFANTS,1
06-09-2021,Delhi,MISSED OR IRREGULAR PERIODS,1
06-09-2021,Delhi,Masturbation,1
06-09-2021,Delhi,NUMBNESS OR TINGLING,1
06-09-2021,Delhi,OCD,1
06-09-2021,Delhi,PAIN IN THE WRISTS OR HANDS,1
06-09-2021,Delhi,PAINFUL MENSTRUAL CRAMPS,1
06-09-2021,Delhi,RINGING IN THE EARS,1
06-09-2021,Delhi,SCALING DISORDERS OF SKIN,1
06-09-2021,Delhi,SEVERE OR SUDDEN ABDOMINAL PAIN,1
06-09-2021,Delhi,SORE THROAT,1
06-09-2021,Delhi,Sexual Dysfunction,1
06-09-2021,Delhi,VAGINAL DISCHARGE ITCHING OR IRRITATION,1
06-09-2021,Delhi,continuous abdominal pain/upset Problems,1
06-09-2021,Delhi,stress(white hair ),1
06-09-2021,Telangana,genital size,1
06-09-2021,Telangana,continuous abdominal/stomach cramp Problems,1
06-09-2021,Telangana,continuous abdominal pain/upset Problems,1
06-09-2021,Telangana,NECK PAIN,1
06-09-2021,Telangana,NUMBNESS OR TINGLING,1
06-09-2021,Telangana,Nail Problems,1
06-09-2021,Telangana,PAIN IN THE ANKLES OR FEET,1
06-09-2021,Telangana,PAINFUL MENSTRUAL CRAMPS,1
06-09-2021,Telangana,Rash,1
06-09-2021,Telangana,SEVERE OR SUDDEN ABDOMINAL PAIN,1
06-09-2021,Telangana,SHOULDER PAIN,1
06-09-2021,Telangana,ULCERS OF SKIN,1
06-09-2021,Telangana,Unexplained weight gain,1
06-09-2021,Telangana,"VAGINAL SORES, LUMPS OR PAIN",1
06-09-2021,Telangana,continuous abdominal Problem,1
06-09-2021,Telangana,Discharge from the eye,1
06-09-2021,Telangana,DIARRHEA IN INFANTS,1
06-09-2021,Telangana,Continuous Stomach pain,1
06-09-2021,Telangana,ANXIETY,1
06-09-2021,Telangana,BLOOD IN THE URINE,1
06-09-2021,Telangana,COUGHING IN CHILDREN,1
07-09-2021,Delhi,Fever,125
07-09-2021,Telangana,Fever,39
07-09-2021,Delhi,Cough,21
07-09-2021,Telangana,Cough,14
07-09-2021,Delhi,Chronic headache,14
07-09-2021,Telangana,MISSED OR IRREGULAR PERIODS,12
07-09-2021,Telangana,FEVER IN CHILDREN,9
07-09-2021,Telangana,Tooth Pain,9
07-09-2021,Delhi,HAIR LOSS,8
07-09-2021,Telangana,Chronic headache,8
07-09-2021,Telangana,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,8
07-09-2021,Telangana,Stomach ache,7
07-09-2021,Telangana,continuous abdominal cramp Problems,7
07-09-2021,Telangana,Belching/ Growling Stomach/ Gas,7
07-09-2021,Delhi,Stomach ache,7
07-09-2021,Telangana,HAIR LOSS,6
07-09-2021,Telangana,Chest pain,6
07-09-2021,Delhi,Tooth Pain,6
07-09-2021,Telangana,nightfall,5
07-09-2021,Andhra Pradesh,covid 19,5
07-09-2021,Delhi,SHORTNESS OF BREATH,5
07-09-2021,Telangana,CONSTIPATION,5
07-09-2021,Telangana,PAINFUL OR FREQUENT URINATION,4
07-09-2021,Delhi,Eye pain or problem with eyelid,4
07-09-2021,Delhi,Ear Pain or Pressure,4
07-09-2021,Delhi,Knee Pain,4
07-09-2021,Telangana,NAUSEA OR VOMITING,4
07-09-2021,Delhi,PAIN IN THE WRISTS OR HANDS,4
07-09-2021,Telangana,COUGHING IN INFANTS AND CHILDREN,4
07-09-2021,Delhi,SORE THROAT,3
07-09-2021,Telangana,Knee Pain,3
07-09-2021,Telangana,RECURRING ABDOMINAL PAIN,3
07-09-2021,Telangana,FEVER IN INFANTS,3
07-09-2021,Telangana,Eye pain or problem with eyelid,3
07-09-2021,Telangana,DIFFICULTY PASSING URINE,3
07-09-2021,Telangana,DIARRHEA,3
07-09-2021,Delhi,DIZZINESS,3
07-09-2021,Delhi,Chest pain,3
07-09-2021,Telangana,Unexplained weight gain,3
07-09-2021,Delhi,BACK PAIN,3
07-09-2021,Andhra Pradesh,Fever,3
07-09-2021,Andhra Pradesh,Cough,3
07-09-2021,Delhi,CONSTIPATION,2
07-09-2021,Delhi,Anxiety,2
07-09-2021,Karnataka,Fever,2
07-09-2021,Andhra Pradesh,family planning,2
07-09-2021,Delhi,Unexplained weight gain,2
07-09-2021,Delhi,UNEXPLAINED WEIGHT LOSS,2
07-09-2021,Delhi,SCROTAL PAIN,2
07-09-2021,Delhi,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,2
07-09-2021,Delhi,FEVER IN INFANTS,2
07-09-2021,Delhi,FEVER IN CHILDREN,2
07-09-2021,Telangana,Ear Pain or Pressure,2
07-09-2021,Telangana,DIARRHEA IN CHILDREN,2
07-09-2021,Telangana,CRYING IN INFANTS,2
07-09-2021,Telangana,COUGHING IN CHILDREN,2
07-09-2021,Telangana,BACK PAIN,2
07-09-2021,Telangana,PAIN IN THE WRISTS OR HANDS,2
07-09-2021,Telangana,penis size issue,2
07-09-2021,Telangana,depression,2
07-09-2021,Telangana,alcohol intoxication,2
07-09-2021,Telangana,VAGINAL DISCHARGE ITCHING OR IRRITATION,2
07-09-2021,Telangana,NECK PAIN,1
07-09-2021,Telangana,Nocturnal emission,1
07-09-2021,Telangana,OTHER,1
07-09-2021,Telangana,PAIN IN THE ANKLES OR FEET,1
07-09-2021,Telangana,ULCERS OF SKIN,1
07-09-2021,Telangana,UNEXPLAINED WEIGHT LOSS,1
07-09-2021,Telangana,"VAGINAL SORES, LUMPS OR PAIN",1
07-09-2021,Telangana,VOMITING OR NAUSEA IN CHILDREN,1
07-09-2021,Telangana,continuous abdominal Problem,1
07-09-2021,Telangana,continuous abdominal pain/upset Problems,1
07-09-2021,Telangana,delayed ejaculation,1
07-09-2021,Telangana,genital size issue,1
07-09-2021,Telangana,hypoactive sexual desire,1
07-09-2021,Telangana,insomnia,1
07-09-2021,Telangana,DEPRESSION,1
07-09-2021,Telangana,"multiple issues from family, delusional disorder",1
07-09-2021,Telangana,nocturnal emission,1
07-09-2021,Telangana,other,1
07-09-2021,Delhi,CRYING IN INFANTS,1
07-09-2021,Delhi,DIARRHEA,1
07-09-2021,Delhi,Discharge from the eye,1
07-09-2021,Delhi,Drowsiness,1
07-09-2021,Delhi,EAR PAIN IN INFANTS,1
07-09-2021,Delhi,HEAVY MENSTRUAL PERIODS,1
07-09-2021,Delhi,RINGING IN THE EARS,1
07-09-2021,Delhi,Hearing Loss,1
07-09-2021,Delhi,Insomnia,1
07-09-2021,Delhi,Masturbation,1
07-09-2021,Delhi,NAUSEA OR VOMITING,1
07-09-2021,Delhi,NUMBNESS OR TINGLING,1
07-09-2021,Delhi,Nightfall,1
07-09-2021,Delhi,PAIN IN THE ANKLES OR FEET,1
07-09-2021,Delhi,PAINFUL OR FREQUENT URINATION,1
07-09-2021,Delhi,RASH IN INFANTS AND CHILDREN,1
07-09-2021,Delhi,COUGHING IN CHILDREN,1
07-09-2021,Delhi,Belching/ Growling Stomach/ Gas,1
07-09-2021,Telangana,penis problem,1
07-09-2021,Telangana,premature ejaculation,1
07-09-2021,Andhra Pradesh,COVID 19,1
07-09-2021,Andhra Pradesh,FEVER IN CHILDREN,1
07-09-2021,Andhra Pradesh,Health issue,1
07-09-2021,Andhra Pradesh,Rash,1
07-09-2021,Andhra Pradesh,Stress,1
07-09-2021,Andhra Pradesh,Stress,1
07-09-2021,Andhra Pradesh,Vaccine related issue,1
07-09-2021,Andhra Pradesh,covid 19,1
07-09-2021,Karnataka,ANXIETY,1
07-09-2021,Karnataka,BLEEDING BETWEEN MENSTRUAL PERIODS,1
07-09-2021,Karnataka,CONSTIPATION IN INFANTS AND CHILDREN,1
07-09-2021,Karnataka,Eye pain or problem with eyelid,1
07-09-2021,Karnataka,PAINFUL OR FREQUENT URINATION,1
07-09-2021,Karnataka,RECURRING ABDOMINAL PAIN,1
07-09-2021,Karnataka,Swollen Glands,1
07-09-2021,Karnataka,VOMITING OR NAUSEA IN CHILDREN,1
07-09-2021,Delhi,RECURRING ABDOMINAL PAIN,1
07-09-2021,Delhi,SEVERE OR SUDDEN ABDOMINAL PAIN,1
07-09-2021,Delhi,Stammering,1
07-09-2021,Delhi,VAGINAL DISCHARGE ITCHING OR IRRITATION,1
08-09-2021,Delhi,Fever,103
08-09-2021,Telangana,Fever,56
08-09-2021,Delhi,Cough,25
08-09-2021,Delhi,Chronic headache,15
08-09-2021,Telangana,Cough,13
08-09-2021,Telangana,Stomach ache,11
08-09-2021,Telangana,PAIN IN THE ANKLES OR FEET,10
08-09-2021,Telangana,Belching/ Growling Stomach/ Gas,9
08-09-2021,Telangana,MISSED OR IRREGULAR PERIODS,8
08-09-2021,Telangana,FEVER IN CHILDREN,8
08-09-2021,Telangana,Chronic headache,7
08-09-2021,Telangana,PAINFUL OR FREQUENT URINATION,7
08-09-2021,Andhra Pradesh,Cough,6
08-09-2021,Telangana,CONSTIPATION,6
08-09-2021,Telangana,DIZZINESS,6
08-09-2021,Telangana,SORE THROAT,6
08-09-2021,Telangana,Tooth Pain,6
08-09-2021,Telangana,BACK PAIN,5
08-09-2021,Telangana,Chest pain,5
08-09-2021,Telangana,DIFFICULTY PASSING URINE,5
08-09-2021,Andhra Pradesh,Fever,5
08-09-2021,Delhi,SHORTNESS OF BREATH,5
08-09-2021,Delhi,FEVER IN CHILDREN,5
08-09-2021,Delhi,MISSED OR IRREGULAR PERIODS,5
08-09-2021,Delhi,PAIN IN THE WRISTS OR HANDS,5
08-09-2021,Delhi,NAUSEA OR VOMITING,5
08-09-2021,Telangana,NAUSEA OR VOMITING,5
08-09-2021,Telangana,continuous abdominal cramp Problems,4
08-09-2021,Telangana,UNEXPLAINED WEIGHT LOSS,4
08-09-2021,Telangana,SHORTNESS OF BREATH,4
08-09-2021,Delhi,HAIR LOSS,4
08-09-2021,Delhi,Ear Pain or Pressure,4
08-09-2021,Delhi,Discharge from the eye,4
08-09-2021,Delhi,Belching/ Growling Stomach/ Gas,4
